,observed,loo_pred,leverage
0,0.695434849056943,0.8681693131657661,0.22524313651182976
1,0.8260869565217391,0.8788431042882752,0.23414033757458652
2,1.0,0.876173529095249,0.15760843673658737
3,0.999580677624958,0.8981292297470682,0.08914281402993782
4,0.888888888888889,0.8176770344083487,0.2249533485627405
5,0.7420961497747942,1.0145725022056344,0.1343992003916479
6,0.9607484791558643,0.9704110329064938,0.11441426709279738
7,1.0,0.9505136317128842,0.0964170763706457
8,0.804953390712425,0.9113763431729686,0.14220115075229744
9,1.0,0.9432995219110197,0.0892030714123719
10,1.0,0.9570766236169139,0.10121560322212785
11,0.7623318385650225,0.777879803582699,0.7723709181148948
12,0.7571902868910182,0.8521378554584041,0.13501810576444678
13,0.9610540325452913,0.8866736059095172,0.0576276348897822
14,0.8752450764303763,0.9363593344140037,0.09705872476431615
15,0.7084233261339093,0.8131643840384369,0.5457320918130346
16,0.9998998898788668,0.9598860661093,0.11144732502270385
17,0.9911004992402865,0.9728114298776632,0.12525572444137567
18,0.8874057443906791,0.7625060865847766,0.25183769909877657
19,1.0,0.8632834651299057,0.2947133334330991
